trip_id_unique,trip_duration_in_minutes
314414c,68.72164
314415a,130.70122
314416c,62.655167
314417c,73.75392
314420c,53.00808
314422c,51.165306
314423a,65.255196
314423c,87.52362
314424a,64.53018
314424c,58.831703
314425c,67.055214
314426c,37.477814
314427a,57.001778
314429a,46.627563
314430a,53.680542
314431a,82.795074
314431c,95.266846
314432a,61.238102
314432c,80.7309
314433c,106.362076
314434a,64.16344
314434c,81.87503
314436c,102.612656
314437a,64.46273
314438a,59.88526
314439a,47.43791
314439c,96.42731
314442a,49.165398
314442c,-58.677464
314444c,68.40686
314447a,46.67276
314448a,11.088193
314449a,108.59234
314449c,37.676723
314450a,73.67302
314451a,104.605415
314452a,50.285954
314452c,51.647858
314453a,55.56527
314453c,58.28841
314454a,64.83686
314454c,46.72122
314455a,64.24099
314455c,443.1149
314457c,45.192814
314458c,63.091434
314459c,677.3205
314460c,727.67975
314461c,361.7129
314465c,45.14958
314466a,64.70658
314466c,66.99829
314468a,93.347145
314469a,90.60923
314471a,82.31594
314472a,71.680176
314475a,90.83801
314476a,53.654465
314478a,63.930653
314486a,51.069508
314486c,65.34021
314489a,102.418205
314489c,268.44385
314490a,105.04461
314492c,82.71002
314493c,56.636578
314494c,76.6044
314520c,604.46814
314550c,852.5595
314553c,61.015545
314556c,55.234795
314557c,744.38324
314559c,74.99302
314564c,66.369095
314581c,87.25286
314583a,126.69451
314583c,49.775505
314584c,80.41972
314585a,58.549942
314585c,64.78169
314587a,89.0128
314588a,110.56664
314589a,84.437836
314591a,54.15445
314592a,40.3689
314594a,51.242805
314595c,85.93659
314597c,30.224749
314599c,59.876156
314600c,68.663506
314601c,68.23447
314602c,87.34297
314604c,51.82494
314605c,138.42117
314608c,697.99817
314609c,85.93659
314610c,69.41612
314611c,50.51018
314615c,69.30904
314633c,54.989914
314635c,15.444541
314637c,62.82397
314638c,83.92915
314642c,83.802986
314643c,52.04701
314644c,56.45329
314647c,73.22511
314650c,95.29599
314657a,96.35831
314659c,57.474487
314660c,61.89344
314661c,61.438755
314668c,86.08514
314670c,61.048203
314674c,92.16793
314675c,87.510506
314681c,91.405464
314686c,146.22563
314687c,40.897163
314689c,62.574947
314691c,859.49524
314692c,133.8837
314696c,64.00507
314701c,115.12803
314702c,39.14228
314706c,510.01074
314707c,52.13856
314708c,71.81135
314709c,99.32492
314711c,203.55151
314714c,89.85088
314721c,64.33889
314722c,85.09992
314729c,46.449703
314730c,81.84541
314733c,58.918602
314744c,31.648596
314745c,44.76669
314758c,77.020836
314759c,675.6037
314760c,80.9195
314761c,169.42677
314779c,47.644226
314782c,839.02094
314783c,76.96123
314785c,78.10221
314786c,255.99525
314787c,95.27393
314788c,84.552895
314789c,32.072372
314807c,68.650246
314808c,546.1806
314809c,85.80242
314810c,121.00727
314811c,86.48194
314812c,79.74518
314813c,84.317024
314814c,54.37197
314820c,82.881966
314821c,682.4209
314826c,77.53333
314827c,66.63364
314831c,106.43984
314832c,139.74193
314833c,70.66245
314835c,71.92781
314839c,47.89897
314840c,36.88188
314841c,47.274185
314843c,65.000946
314847c,92.29728
314849c,60.80109
314850c,244.07376
314852c,43.763466
314854c,148.43915
314855c,97.647095
314856c,75.77949
314857c,59.97993
314858c,92.12656
314861c,99.259315
314863c,74.82556
314875c,79.571014
314876c,31.62982
314878c,171.79422
314879c,78.84155
314882c,210.73561
314884c,53.47977
314885c,20.054567
314886c,-21.007801
314889c,52.201336
314890c,677.72894
314891c,39.193783
314892c,74.98564
314894c,84.74589
314910c,83.52955
314911c,132.58717
314923c,70.12363
314924c,519.8293
314927c,259.93045
314928c,55.83903
314929c,86.79824
314930c,21.504496
314932c,54.49215
314933c,85.19436
314935c,70.737434
314936c,63.273823
314939c,106.37237
314940c,49.801586
314944c,75.03324
314945c,77.97292
314953c,856.3272
314954c,369.97607
314956c,43.427616
314957c,103.0046
314958c,84.87078
314959c,82.567505
314960c,95.699875
314961c,154.81758
314962c,132.10129
314963c,83.73858
314966c,245.13722
314970c,73.09836
314971c,81.63199
314975c,75.26702
314976c,66.75356
314977c,65.47047
314980c,78.39235
314982c,90.44231
314983c,109.667725
314984c,60.851624
314997c,154.22433
315004c,68.97006
315005c,85.98898
315017c,84.89995
315020c,78.5418
315022c,347.3382
315023c,44.973133
315028c,42.556046
315030c,103.74669
315031c,49.771202
315033c,138.59479
315035c,464.09305
315045c,81.933586
315046c,130.70122
315052c,63.242676
315055c,61.330513
315056c,217.01804
315057c,66.891884
315059c,721.9789
315060c,70.9186
315062c,68.29147
315063c,78.88111
315064c,87.476326
315067c,78.74225
315068c,86.559326
315072c,84.774666
315073c,168.65533
315074c,919.7025
315075c,35.77795
315078c,92.320335
315080c,1079.1683
315094c,100.96125
315096c,62.531696
315097c,84.54706
315098c,128.1933
315101c,193.54013
315102c,21.83148
315104c,94.75387
315105c,69.22537
315106c,86.168785
315109c,84.108574
315112c,79.451935
315113c,100.52947
315114c,1052.9584
315115c,83.92754
315116c,93.514786
315117c,79.39054
315119c,68.18737
315120a,68.3071
315121a,51.22729
315121c,71.5719
315122a,82.455635
315123c,75.577705
315124a,57.91541
315125a,76.51849
315136c,116.471405
315139c,214.96443
315160c,70.61216
315161c,78.14533
315163c,100.66231
315164c,87.651535
315165c,49.774906
315167c,68.554276
315168c,323.46265
315169c,103.47333
315170c,56.01628
315171c,49.53616
315172c,90.01521
315174c,116.70412
315178c,257.047
315182c,92.455864
315183c,56.166874
315184c,83.66828
315202c,75.600334
315204c,76.30357
315205c,105.760185
315207c,47.121174
315218c,39.769054
315220c,79.738884
315234a,80.10983
315235a,79.23142
315236a,72.62462
315240c,693.45953
315241c,63.334427
315244c,60.631237
315249c,298.40292
315258c,63.182137
315259c,64.84031
315260c,71.86095
315261c,86.59844
315297a,61.608322
315301a,57.316074
315305a,119.606735
315306a,97.5634
315307a,63.814793
315314c,83.242584
315315c,276.0646
315317c,41.844227
315318c,68.7911
315322c,87.188644
315343c,79.335915
315344c,84.98525
315345c,88.55904
315374c,57.7703
315412c,61.69806
315413c,401.91104
315432c,71.22087
315469c,61.360706
315568a,96.884514
315572a,48.428013
315579a,59.523323
315580a,84.58005
315581a,74.91801
315581c,-28.81361
315582c,81.79792
315624a,79.23336
315626a,97.742676
315776a,73.69208
315777a,66.57347
315780a,52.825092
315783a,59.838497
315786a,43.372704
315788a,103.68309
315789a,72.49888
315791a,65.57578
315793a,94.0358
315796a,84.128334
315800a,82.63704
315848a,46.759926
315851a,63.710163
315852a,69.08795
315854a,73.83289
315856a,60.94927
315857a,69.435074
315858a,101.04723
315862a,75.7323
315865a,84.15284
315866a,92.73739
315873a,87.65462
315874a,57.502945
315875a,48.976574
315927a,53.20497
315928a,52.24218
315929a,818.44366
315930a,53.884075
315932a,57.019424
315935a,66.13772
315951a,92.58066
315952a,46.276752
315955a,197.6122
315959a,88.63978
315960a,74.313286
315963a,63.51078
315964a,74.5302
315966a,75.68076
315967a,101.93507
315968a,61.77993
315969a,67.50879
315970a,87.41088
315971a,65.44245
315973a,70.71381
315974a,53.03183
315988a,110.10741
315991a,72.29343
315993a,99.17019
315994a,54.175545
316001a,275.32895
316007a,84.61594
316010a,66.814865
316011a,51.75636
316012a,73.6533
316015a,61.330513
316016a,72.577354
316019a,61.164684
316020a,94.17639
316025a,84.09804
316026a,116.12926
316028a,74.45746
316029a,95.70755
316030a,64.79466
316031a,65.478516
316035a,90.42131
316038a,92.98719
316039a,49.974598
316040a,79.61751
316042a,80.199394
316043a,60.128654
316045a,68.039856
316047a,48.717964
316049a,96.00151
316050a,67.98023
316066a,87.60628
316068a,89.902855
316069a,66.21806
316074a,80.00848
316084a,96.021355
316086a,52.96726
316094a,29.318373
316096a,81.07055
316097a,66.47447
316098a,80.198326
316100a,57.316074
316208a,107.35831
316209a,59.77092
316216a,53.0888
316219a,80.550575
316287a,57.71704
316288a,212.95671
316289a,68.61725
316736a,78.79262
316738a,74.31753
316739a,85.8239
316740a,51.37988
316741a,119.28332
316825a,77.924675
316826a,73.23437
316827a,98.55704
316833a,1034.9292
316889a,87.834915
316890a,140.66794
316891a,60.499626
316892a,130.0363
316893a,71.2769
316895a,224.74022
317092a,71.56191
317095a,1018.59973
317140a,81.95546
317141a,60.656414
317230a,105.1073
317233a,50.716835
317235a,106.2315
317237a,70.980995
317239a,69.841125
317242a,69.72404
317244a,39.587242
317245a,85.85697
317248a,259.89984
317290a,22.587448
317294a,104.594215
317295a,34.089848
317298a,90.757675
317299a,94.113235
317303a,107.356125
317309a,17.72106
317310a,87.23578
317353a,456.97836
317372a,479.68228
317376a,178.22337
317378a,101.13788
317380a,186.10295
317381a,50.186344
317382a,66.07971
317383a,69.95227
317384a,67.079605
317386a,99.08246
317387a,78.35666
317388a,214.78738
317400a,66.978905
317401a,29.243723
317404a,71.63084
317406a,73.70148
317407a,87.4947
317409a,54.120205
317412a,132.9411
317413a,81.74292
317414a,80.07247
317415a,62.324635
317416a,200.37292
317420a,66.51798
317421a,73.340744
317422a,73.30215
317423a,98.151924
317424a,81.73949
317425a,105.3979
317426a,89.75152
317427a,133.89641
317428a,48.10502
317430a,12.335079
317435a,22.847828
317437a,85.89077
317439a,667.8259
317453a,53.20497
317454a,219.61945
317455a,138.85063
317463a,282.06506
317466a,511.71106
317469a,87.83388
317475a,95.2866
317479a,84.93722
317481a,196.73878
317482a,50.62948
317567a,70.00615
317568a,112.015686
317570a,110.619286
317571a,85.44899
317573a,82.29131
317574a,73.100494
318190a,124.95172
318191a,67.12464
318192a,-13.4931965
318270a,54.973854
318342a,71.33434
318351a,310.65015
318354a,66.739716
318355a,78.579124
318357a,85.49644
318362a,80.29437
318363a,85.18596
318366a,112.125336
318371a,197.34932
318372a,49.147446
318376a,119.010315
318380a,194.02669
318385a,85.309654
318386a,77.21564
318388a,50.560295
318392a,95.076996
318397a,82.71419
318399a,94.70964
318494a,72.0772
318509a,67.9636
318510a,80.78107
318511a,199.36528
318521a,80.64088
318525a,57.02205
318526a,77.17976
318528a,61.81627
318529a,53.680542
318539a,74.864685
318541a,113.27629
318549a,129.13586
318811a,693.9339
319017a,67.76025
319083a,56.48522
319323a,62.06528
319324a,45.823647
319552a,90.96009
319558a,66.70589
319695a,77.489075
319696a,84.335464
319865a,141.26228
319879a,71.1933
320031a,33.056675
320215a,75.360535
320218a,64.67235
320220a,74.662476
320302a,44.87761
320399a,51.749474
320515a,119.4635
320737a,71.10738
320759a,69.686714
320760a,74.32872
320763a,93.77343
320765a,81.828224
320770a,64.37042
320775a,64.65668
320776a,83.017235
320777a,76.92079
320781a,88.189384
320785a,71.73467
320789a,51.864754
320790a,61.383663
320794a,63.97876
320894a,85.505875
321322a,66.15451
321323a,82.8112
321456a,92.8219
321472a,31.043161
321481a,447.1055
321483a,65.19212
321484a,58.20773
321558a,81.438286
321644a,64.229675
321714a,66.7369
321720a,72.63481
322260a,58.028572
322323a,62.610256
410074a,88.31656
410092a,772.58826
410144a,63.668762
410206a,69.729576
410208a,181.13892
410209a,63.471382
410211a,68.248474
410215a,182.3583
410221a,41.64082
410230a,236.27057
410236a,52.204075
410238a,78.12968
410271a,189.48071
410367a,84.92624
410541a,82.55342
410542a,86.96031
410543a,88.74017
410544a,95.52852
410616a,138.141
410850a,59.80515
410851a,73.312805
410884a,68.56492
410885a,88.84886
410887a,66.353745
410889a,86.07751
410890a,67.802986
410896a,258.24643
410927a,103.94745
410929a,55.98399
410987a,30.636415
410990a,60.785324
411035a,51.912685
411037a,48.054035
411080a,84.94067
411098a,89.33079
411102a,86.52775
411103a,68.78808
411105a,65.45803
411108a,59.4186
411109a,64.33226
411111a,94.002495
411112a,67.65923
411122a,89.569954
411123a,92.84191
411124a,77.70726
411126a,67.149124
411127a,50.360893
411128a,95.5333
411132a,86.648056
411133a,94.89159
411137a,94.7663
411138a,77.4949
411139a,63.479256
411151a,52.77846
411154a,213.07397
411159a,85.65907
411162a,69.38779
411163a,66.353745
411166a,83.58544
411169a,83.67086
411170a,97.186516
411225a,28.591877
411227a,66.38792
411230a,100.01608
411351a,84.119545
411353a,69.921776
411354a,102.482605
411399a,89.04383
411400a,81.409424
411402a,62.356594
411403a,110.34738
411404a,73.60655
411406a,136.75392
411407a,61.493305
411645a,65.46735
411691a,83.98665
411731a,88.10486
411733a,61.8345
411734a,53.108788
411735a,11.920347
411736a,71.607216
411789a,98.93824
411976a,78.22169
411979a,97.70246
412181a,68.781044
412183a,67.828316
412184a,54.149788
412185a,65.98414
412186a,74.40656
412187a,57.317978
412191a,52.66602
412192a,65.80692
412236a,53.058273
412237a,58.040955
412240a,56.381447
412241a,121.26014
412242a,59.717735
412246a,81.45272
412273a,48.840908
412274a,97.68561
412275a,33.05279
412357a,63.878563
412407a,74.987495
412408a,35.67924
412409a,65.12815
412458a,18.949186
412460a,123.504555
412461a,61.802082
412462a,58.56018
412464a,61.869644
412477a,70.5074
412478a,231.47047
412480a,74.769356
412481a,64.298096
412483a,94.65521
412484a,71.79422
412491a,66.94951
412492a,74.4736
412495a,50.16362
412496a,79.512505
412497a,87.964264
412498a,60.091675
412500a,70.14008
412502a,115.60991
412515a,239.38289
412521a,91.46464
412523a,90.92548
412524a,84.048836
412525a,70.66481
412528a,88.23878
412529a,59.94281
412530a,94.05947
412533a,60.56743
412534a,65.98057
412535a,75.02663
412539a,105.45299
412541a,78.636475
412542a,63.056904
412563a,102.20953
412567a,70.83154
412568a,88.38113
412569a,43.565464
412573a,59.430065
412577a,102.629944
412578a,65.403046
412579a,60.27326
412580a,98.03618
412583a,66.99612
412584a,61.554863
412585a,80.6798
412587a,102.98511
412588a,81.404144
412636a,-18.301554
412637a,40.054913
412638a,28.945631
412639a,12.892293
412640a,79.93634
412641a,59.748856
412642a,275.7995
412771a,86.35899
412775a,175.56927
412776a,2.0406618
412810a,313.2963
412812a,7.843685
412823a,208.02002
412825a,75.455765
412826a,68.94116
412828a,109.642654
412830a,71.106995
412836a,75.86859
412840a,45.986748
412841a,66.47374
413081a,169.78722
413090a,353.53705
413124a,67.56034
413125a,66.02455
413220a,62.226295
413224a,59.63043
413225a,83.0978
413227a,76.25859
413359a,66.87213
413360a,59.94734
413663a,60.232174
413664a,60.985397
413665a,97.83216
413666a,89.06164
413667a,93.935905
413705a,73.54089
413707a,70.69424
413708a,77.64202
413715a,59.916447
413740a,60.58592
413742a,50.10725
413748a,88.71524
413749a,74.35831
413750a,67.04898
413818a,94.154144
413819a,54.628757
413822a,49.078613
413920a,93.434044
413921a,114.90142
413924a,74.500984
413925a,77.60709
413926a,88.15804
413927a,62.845226
413937a,278.71027
413939a,62.16276
413940a,93.19369
413945a,80.83373
413946a,99.99304
413947a,72.27336
413948a,67.766754
413950a,83.528114
413952a,68.80595
413953a,187.6705
413954a,68.625725
413956a,84.21022
413958a,64.03865
413959a,60.12001
413961a,112.11107
413966a,111.610664
413971a,74.576004
413976a,75.71811
413977a,71.30641
413980a,80.95542
413982a,114.90142
413983a,75.67484
413984a,65.55938
413985a,60.964725
413987a,61.32348
413988a,72.75102
413990a,64.64315
413992a,93.30612
413993a,80.709305
413994a,69.94764
413996a,78.98044
414018a,105.134415
414021a,65.859375
414027a,75.506805
414028a,81.02199
414029a,66.10983
414034a,81.30741
414035a,85.85861
414038a,130.21814
414040a,89.17681
414042a,79.093666
414091a,68.723526
414092a,53.524883
414096a,-3.7759783
414097a,76.36816
414219a,78.91476
414220a,49.585762
414222a,82.77199
414224a,54.309395
414227a,107.50257
414260a,141.33206
414276a,63.448536
414279a,69.1979
414284a,74.34507
414289a,73.81116
414504a,79.20294
414505a,87.04594
414518a,71.95819
414550a,84.7962
414637a,78.70256
414638a,72.61439
414642a,52.27759
414643a,66.46169
414644a,65.180695
414782a,65.93526
414879a,75.308846
414881a,94.27125
414886a,101.57297
415105a,87.47041
415107a,83.49233
415110a,66.353745
415128a,58.882748
415132a,87.90114
415165a,51.790184
415169a,76.13374
415170a,70.68342
415176a,94.6644
415205a,63.212105
415206a,58.843594
415207a,65.78773
415208a,85.81719
415210a,84.54328
415211a,110.52891
415212a,64.417946
415291a,54.565067
415293a,56.438507
415344a,79.97291
415345a,45.813644
415346a,231.00656
415400a,63.952507
415402a,65.736145
415405a,64.175064
415406a,65.62719
415407a,77.331985
415408a,55.693825
415424a,90.526085
415425a,94.20939
415427a,66.16437
415429a,49.78948
415432a,74.83899
415434a,76.139534
415435a,86.17043
415439a,84.25713
415441a,56.173782
415444a,45.75765
415445a,538.5605
415446a,60.83625
415447a,95.62665
415448a,72.189384
415451a,104.77064
415452a,87.90972
415453a,93.540245
415454a,56.636578
415455a,53.13265
415457a,144.90334
415458a,67.682434
415462a,47.001053
415463a,114.668465
415464a,95.47029
415465a,85.5753
415468a,91.23665
415470a,67.03657
415471a,74.80026
415472a,55.890556
415473a,104.247635
415474a,79.2558
415476a,79.40662
415478a,69.41592
415480a,72.033875
415482a,73.07807
415485a,77.33515
415486a,55.411156
415488a,59.355816
415490a,86.180725
415491a,58.849102
415493a,66.61927
415494a,260.03168
415517a,60.985397
415518a,82.101845
415519a,95.771904
415522a,69.402245
415523a,55.890556
415525a,63.443913
415528a,71.44242
415529a,68.91419
415530a,61.963165
415533a,107.76035
415536a,54.861626
415540a,78.55705
415541a,80.56689
415542a,68.91123
415543a,138.11374
415601a,98.45126
415603a,85.53347
415605a,78.527245
415606a,98.33297
415607a,54.934402
415764a,65.70573
415765a,89.56772
415766a,131.66261
415769a,45.138206
415770a,52.3486
415774a,114.779144
415827a,220.60135
415829a,84.39098
415832a,78.02626
415834a,69.32799
415835a,93.64195
415836a,107.50257
415840a,45.225227
415843a,68.703766
415844a,80.75085
416121a,146.16862
416166a,69.407394
416268a,80.61105
416269a,77.25752
416271a,55.312065
416272a,69.06028
416273a,73.089584
416418a,92.455864
416534a,66.86274
416537a,167.80914
416540a,87.044075
416543a,59.130566
416725a,87.7562
416726a,88.738014
416727a,284.0864
416729a,218.32268
416734a,81.68215
416735a,23.843277
416744a,67.46921
416777a,78.343605
416786a,44.41836
416816a,55.154926
416881a,63.101994
416882a,61.894474
416884a,72.545074
416885a,83.67111
416886a,82.967834
416921a,60.969875
416922a,59.253536
416923a,59.817554
416962a,0.5036241
416963a,94.648605
416964a,81.06287
416977a,25.810959
416978a,113.56775
416979a,93.544334
416980a,71.902695
416982a,61.674698
416987a,106.43632
416991a,62.97016
416992a,65.606316
416993a,89.40198
416999a,75.65515
417001a,58.459297
417002a,131.78876
417004a,83.80721
417007a,70.76213
417008a,117.24044
417014a,51.920795
417015a,138.05225
417016a,185.89558
417018a,72.84667
417019a,85.003044
417021a,70.00184
417024a,59.13774
417025a,77.82818
417027a,166.0558
417028a,68.9496
417031a,69.57354
417047a,59.78829
417052a,67.313095
417053a,48.54023
417054a,65.44903
417056a,190.61208
417057a,52.029057
417060a,71.310356
417061a,51.718575
417062a,88.92851
417121a,46.466812
417124a,1094.4331
417222a,61.131878
417223a,65.08157
417224a,72.01449
417225a,51.363976
417226a,70.18604
417227a,98.285095
417228a,734.5203
417275a,58.526073
417277a,62.13414
417279a,129.97168
417280a,236.81233
417286a,67.9529
417287a,53.36047
417288a,49.9855
417492a,125.36165
417532a,65.76955
417534a,109.415886
417537a,55.70966
417538a,63.311684
417607a,195.46637
417758a,136.88684
417851a,52.183086
417855a,85.42468
417856a,61.064926
417858a,84.72671
417859a,80.427986
418768a,97.392075
418778a,61.48588
418780a,100.16835
418781a,59.75026
418786a,65.59664
418787a,48.90762
418930a,55.722233
419459a,75.779526
419465a,50.781387
419467a,123.33091
419468a,63.820267
419471a,109.76635
419472a,69.44324
419478a,236.49533
419485a,83.08391
419488a,76.059715
419493a,88.03128
419496a,77.88475
419499a,68.341606
419500a,77.83792
419505a,75.30624
419506a,129.58493
419507a,86.762596
419859a,76.79324
419888a,19.287214
419896a,148.17615
419900a,84.77554
419903a,-33.157322
419905a,486.80206
419906a,41.840588
419907a,105.724205
419908a,50.10397
419910a,64.65271
419911a,55.06149
419914a,48.048073
419917a,259.1088
419919a,118.157974
419920a,224.39032
419922a,34.329712
419923a,52.181324
419929a,66.03166
419930a,1019.7481
419931a,37.16614
421526a,81.89647
421617a,68.78716
421645a,87.08501
421791a,97.84638
421861a,76.33611
421872a,62.105698
421880a,52.764885
421882a,71.09135
421922a,56.02685
421931a,61.9924
421941a,83.065254
421975a,91.34866
421998a,67.36149
422043a,66.86489
